,brgy,literacy_score,asset_score,water_score,food_score,home_score,income_score,total_score
68,81,0.4782854808590103,0.17955555555555575,0.8,1.0,0.8674074074074075,0.9081805555555555,0.7055714998962547
69,82,0.8589743589743589,0.2031746031746027,0.6349206349206349,1.0,0.9265873015873016,0.972470238095238,0.7660211894586895
70,83,0.8154761904761906,0.1999999999999996,0.5963855421686747,1.0,0.7876506024096384,0.9661163403614458,0.7276047792359915
71,84,0.3333333333333333,0.2,0.0,1.0,1.0,0.9285714285714286,0.576984126984127
72,86,0.4871784345922276,0.2411392405063306,0.3892405063291139,1.0,0.9227320675105476,0.9746439873417722,0.6691557060466652
73,87,0.5,0.28,1.0,1.0,0.9,1.0,0.7799999999999999
74,88,0.4409838935574229,0.2262626262626272,0.2356902356902357,1.0,0.9318181818181814,0.9876473063973062,0.6370670406209623
75,89,0.537878787878788,0.2219780219780216,0.06593406593406594,1.0,0.9780219780219775,0.9948489010989012,0.6331102924852924
76,90,0.39758928571428576,0.21746987951807328,0.1355421686746988,0.9994621342512908,0.8544176706827299,0.9871517319277108,0.5986054784614648
77,94,0.4101800681587917,0.26390532544378725,0.5207100591715976,1.0,0.9649901380670608,0.8460510355029585,0.6676394377240326
78,95,0.4177404295051352,0.2488549618320608,0.5954198473282443,1.0,0.9580152671755722,0.9173234732824428,0.6895589965205758
79,96,0.3645562770562771,0.23478260869565204,0.21739130434782608,1.0,0.8695652173913042,0.9701086956521741,0.6094006838572056
80,98,0.4694099378881988,0.2679738562091503,0.4509803921568628,1.0,0.9989106753812635,0.9782679738562092,0.6942571392486142
81,99,1.0,0.45,0.0,1.0,1.0,0.765625,0.7026041666666667
82,101,0.5184895833333332,0.28888888888888925,0.09090909090909093,1.0,0.9381313131313124,0.9962121212121212,0.6387718329124578
83,102,0.4599415204678362,0.24,0.22666666666666666,1.0,0.9000000000000008,0.98925,0.6359763645224173
84,103,0.4502252252252253,0.25024630541871984,0.3054187192118227,1.0,0.9359605911330052,1.0,0.6569751401647955
85,104,0.5843915343915345,0.2155642023346312,0.7821011673151751,1.0,0.9980544747081712,0.9881566147859924,0.7613779989225841
86,107,0.4830844155844156,0.24715025906735935,0.24870466321243526,1.0,0.9401986183074268,0.9990284974093264,0.6530277422634939
87,108,0.3983998645571535,0.2751918158567793,0.6879795396419437,1.0,0.909207161125321,0.9964434143222506,0.7112036325839081
88,109,0.3787490287490287,0.2618181818181814,0.5636363636363636,1.0,0.9068181818181826,0.9642045454545456,0.6792043835793837
89,110,0.4243138858596874,0.25438972162741075,0.5674257063769781,0.9996940960538392,0.8993576017130618,0.9895409528907924,0.6891203274202949
90,111,0.433550928789024,0.2415584415584422,0.6233766233766234,1.0,0.8813131313131332,0.9390422077922076,0.6864735554715717
91,112,0.4770308123249298,0.2892857142857141,0.5535714285714286,1.0,0.8244047619047616,0.9949776785714286,0.6898783992763772
92,113,0.5042517006802721,0.3768421052631575,0.010526315789473684,1.0,1.0,0.9822368421052632,0.6456428273063611
93,114,0.5208333333333333,0.34,0.06666666666666668,1.0,1.0,0.96,0.6479166666666667
94,115,0.38484848484848494,0.3323529411764703,0.3382352941176471,1.0,0.982843137254902,0.9558823529411764,0.6656937017231135
95,117,0.47812752219531895,0.2370165745856368,0.6933701657458563,1.0,0.9970073664825048,0.9719882596685082,0.7295849814463042
96,124,0.3620027124773959,0.23712574850299506,0.5838323353293413,0.9998217850014256,0.8717564870259487,0.9612649700598802,0.6693006730661645
97,125,0.4722607022607024,0.2501886792452845,0.6056603773584905,1.0,0.9962264150943396,0.9709846698113208,0.715886807295023
98,127,0.41103368176538896,0.25833333333333464,0.4903846153846154,1.0,0.9714209401709404,0.962910657051282,0.6823472046175936
99,128,0.458452380952381,0.2942028985507247,0.34057971014492755,1.0,0.9993961352657006,0.9735960144927536,0.6777045232344144
100,129,0.4863095238095238,0.27737226277372234,0.3795620437956204,1.0,0.9805352798053528,0.9302819343065694,0.6756768407484648
101,130,0.3848260722728809,0.20000000000000184,0.4714518760195758,0.999883477044978,0.8416258836324109,0.9742404159869494,0.645337954159466
102,131,0.4569654528478058,0.2863247863247872,0.5982905982905983,1.0,0.9967948717948718,0.97008547008547,0.7180768632239222
103,132,0.4139288062364986,0.2624489795918388,0.5163265306122449,1.0,0.9704081632653058,0.9628890306122451,0.6876669183863555
104,133,0.4465172735760971,0.26642066420664323,0.6494464944649446,1.0,0.997539975399754,0.9646794280442804,0.7207673059486198
105,134,0.4110082304526749,0.3413793103448273,0.6810344827586207,1.0,0.9698275862068966,0.9768965517241379,0.7300243602478597
106,135,0.4865811602418743,0.2595419847328245,0.4114069384968659,0.9989276626681208,0.7966921119592859,0.9508921755725188,0.6506736722785817
107,136,0.6394493177387915,0.2277777777777792,0.7777777777777778,1.0,0.9767071759259266,0.9293353949652778,0.7585079073642588
108,137,0.5152477152477154,0.22970297029703016,0.8811881188118812,1.0,0.9261551155115516,0.9644028465346534,0.7527827944004719
109,138,0.5904620181405896,0.22507288629737754,0.8717201166180758,1.0,0.9990281827016522,0.9931122448979592,0.779899241442609
110,139,0.6329827636576104,0.23663003663003765,0.9194139194139194,1.0,0.9987789987789988,0.9860256410256409,0.7956385599177013
111,140,0.6417643467643468,0.2398625429553277,0.7147766323024055,1.0,0.9991408934707904,0.9929123711340206,0.7647427977711486
112,141,0.654222222222222,0.2362416107382548,0.6308724832214765,1.0,1.0,0.9756711409395972,0.7495012428535918
113,142,0.6222470238095239,0.23552631578947356,0.5131578947368421,1.0,0.9934210526315791,1.0,0.7273920478279031
114,143,0.5572997416020673,0.2155555555555556,0.85,1.0,0.913425925925926,0.9855902777777776,0.7536452501435544
115,144,0.4355759429153925,0.1689567430025451,0.7455470737913485,0.9999394159699504,0.7563613231552161,0.9839860050890584,0.6817277506539186
116,145,0.3933270676691733,0.3311881188118814,0.9616336633663366,1.0,0.9275990099009978,0.997602103960396,0.7685583272847974
117,146,0.4893333333333332,0.2446735395189015,0.9896907216494846,1.0,0.8224513172966813,0.9874140893470791,0.7555938335242467
118,147,0.4190170940170941,0.16878048780487775,0.9804878048780488,1.0,0.8544715447154491,0.9786890243902441,0.733574325967619
119,148,0.3516666666666667,0.3295454545454541,0.8068181818181818,1.0,0.7660984848484854,1.0,0.7090214646464646
120,149,0.6884615384615385,0.2460317460317456,0.36507936507936506,1.0,0.9728835978835976,0.8609871031746031,0.6889072251051416
121,150,0.4761624649859945,0.22654867256637198,0.1946902654867257,1.0,0.9605457227138648,0.990320796460177,0.6413779870355224
122,151,0.4745098039215684,0.22894736842105246,0.19078947368421054,1.0,0.9862938596491228,0.9950657894736842,0.6459343825249397
123,152,0.4132336154724214,0.27686274509804,0.9372549019607844,1.0,0.9068627450980408,0.9864583333333332,0.7534453901604365
124,153,0.4508230452674897,0.30881458966565484,0.9696048632218844,1.0,0.8335866261398199,0.9969604863221884,0.7599649351028396
125,154,0.4962585034013605,0.1867704280155644,0.9922178988326849,1.0,0.8320363164721166,0.9722762645914396,0.746593235218861
126,155,0.3444444444444444,0.24912280701754366,0.03508771929824561,1.0,0.9941520467836256,0.8723135964912281,0.5825201023391812
127,156,0.3774005756148617,0.1844155844155859,0.887987012987013,0.999942022263451,0.7654220779220768,0.9901988636363638,0.700894356139892
128,157,0.3682950596412136,0.19491916859122532,0.3972286374133949,0.9999175189706369,0.8431485758275624,0.9969832563510392,0.6334153694658454
129,158,0.648809523809524,0.2580645161290331,0.5766129032258065,1.0,0.9926075268817204,0.9894092741935484,0.7442506240399388
130,159,0.6061042524005487,0.2333333333333337,0.5092592592592593,1.0,0.9791666666666664,0.8935185185185185,0.7035636716963878
131,160,0.4899206349206348,0.26967741935483885,0.935483870967742,1.0,0.9989247311827958,0.9879403225806452,0.7803244965011094
132,161,0.5401234567901235,0.20893854748603344,0.37988826815642457,1.0,0.9432029795158288,0.928125,0.6667130419914017
133,162,0.4777720266850701,0.2231325301204833,0.14216867469879518,0.9995697074010328,0.9357429718875496,0.9612198795180724,0.6232676317185005
134,163,0.4135135135135134,0.2599999999999996,0.6214285714285714,0.9977040816326532,0.7166666666666675,0.9272991071428572,0.6561019900640438
135,164,0.4307576200214239,0.2406779661016961,0.9180790960451978,1.0,0.9955273069679851,0.9888771186440678,0.7623198512967284
136,165,0.3887554534484362,0.21652542372881198,0.3792286757613339,0.9998486682808716,0.8883298022598864,0.9911041777012712,0.6439653668634353
137,166,0.4845881595881595,0.2588235294117653,0.3067226890756303,1.0,0.9922969187675073,0.9972295168067228,0.6732768022749641
138,167,0.6200000000000001,0.2500000000000009,0.5436507936507936,1.0,0.9953703703703703,0.9955426587301588,0.734093970458554
139,168,0.42290043290043294,0.2729166666666663,0.96875,1.0,0.9965277777777776,1.0,0.7768491462241461
140,169,0.44642571898385897,0.24766839378238398,0.4680483592400691,0.9999588781972202,0.914795624640184,0.9549708549222798,0.671977971627666
141,170,0.7083333333333334,0.3333333333333333,0.6666666666666666,1.0,0.9166666666666666,1.0,0.7708333333333334
142,171,0.4424556852572419,0.24480234260614886,0.1683748169838946,1.0,0.9827964860907756,0.9951808199121523,0.6389350251417022
143,172,0.42328767123287664,0.2651270207852173,0.770174993897745,0.999862531617728,0.9103156274056996,0.9818673498845266,0.7251058658039655
144,173,0.4944103422619047,0.2408805031446553,0.2641509433962264,1.0,0.9412997903563948,0.99375,0.6557485965265302
145,174,0.4640318627450981,0.2162601626016275,0.12737127371273713,1.0,0.9869015356820232,0.9920433604336042,0.631101365862515
146,175,0.44799327428637786,0.2875846501128685,0.22799097065462756,0.9999462538965924,0.9774266365688488,0.9874717832957112,0.6547355948025043
147,177,0.4428030802684541,0.25405405405405257,0.5212355212355212,0.9994943923515353,0.9044401544401548,0.9383417468227158,0.6767281581954058
148,178,0.4645396825396825,0.22744063324537955,0.5452946350043976,1.0,0.8802403987100571,0.993488896218118,0.6851673742862725
149,179,0.37284533648170015,0.2640990371389253,0.9738651994497936,0.999852623305168,0.8037597432370465,0.9746432255845942,0.7315108608662046
150,180,0.34402083765291314,0.21981981981982127,0.4954497180106936,1.0,0.9378753753753774,0.9966920045045043,0.6656429592272183
151,181,0.3376478038348547,0.22846441947565724,0.4644194756554307,1.0,0.90605493133583,0.9950842696629212,0.6552784833274489
152,182,0.3743774574049803,0.2412776412776427,0.25793531891092863,1.0,0.9678542178542191,0.9940878378378378,0.6392554122142681
153,183,0.5403994574020095,0.2698306701645777,0.08681135225375626,1.0,0.959515859766296,0.9948798592892916,0.6419061998126551
154,184,0.42511842261082394,0.2380753138075269,0.8082287308228729,1.0,0.8194444444444439,0.995789748953975,0.7144427767732737
155,185,0.42255945113087995,0.2392473118279576,0.28763440860215056,1.0,0.9424283154121896,0.9974798387096774,0.6482248876138091
156,186,0.4026148838924168,0.2093906093906064,0.9620379620379621,0.9999524285238572,0.7844655344655419,0.9807036713286712,0.7231941816065093
157,187,0.3683261183261182,0.2802919708029205,0.9708029197080292,1.0,0.8305961070559642,0.995439324817518,0.7409094067850917
158,188,0.5117989417989418,0.236750483558996,0.24177949709864605,1.0,0.8989361702127643,0.9869487427466149,0.6460356392359938
159,189,0.4257475083056481,0.2188099808061436,0.2284069097888676,0.9996572525363312,0.8878758797184901,0.955940499040307,0.6194063383659646
160,190,0.3886250536250537,0.21852589641434012,0.32171314741035856,0.9997628533485108,0.8979913678618879,0.9817635707171314,0.6347303148962137
161,191,0.450145772594752,0.2037483266398928,0.3668005354752343,1.0,0.9814814814814828,0.9959337349397592,0.6663516418551868
162,192,0.4879870129870128,0.228864218616563,0.23654995730145176,1.0,0.9558070025619158,0.9919773964560205,0.6501975979871606
163,193,0.476867970806412,0.22331344653510024,0.28912345112436894,1.0,0.9542603640813772,0.9923775240936208,0.6559904594401466
164,194,0.4789870227370233,0.2419580419580375,0.3923853923853924,1.0,0.8894716394716375,0.995417637917638,0.6663699557449548
165,195,0.4526147959183674,0.2321678321678335,0.29895104895104896,1.0,0.9533799533799518,0.9904010052447552,0.6545857726103261
166,196,0.4075607902735561,0.23061224489796026,0.7925170068027211,1.0,0.8554421768707484,0.987000425170068,0.712188774002509
167,197,0.4399045899948426,0.21869369369369154,0.2476790815205449,1.0,0.9707207207207204,0.986155686936937,0.643858962144456
168,198,0.5299763383614317,0.24198113207547306,0.1580188679245283,1.0,0.9646226415094336,0.9775206367924528,0.6453532694438865
169,199,0.5083036389158838,0.2254545454545472,0.3191919191919192,1.0,0.99023569023569,0.9916098484848485,0.6724659403804815
170,200,0.4564568200161422,0.2616438356164397,0.051369863013698634,1.0,0.9260844748858454,0.9967893835616438,0.6153907295156283
171,201,0.4400275312684071,0.27596899224805865,0.7790697674418605,0.9991002214839424,0.935642764857884,0.9498105620155036,0.7299366398859428
